id	taxonID	scientificName	kingdom
Bryum kunzei Hornsch.	Bryum kunzei Hornsch.	Bryum kunzei Hornsch.	Plantae
Bryum laevifilum Syed (flaccidum = subelegans)	Bryum laevifilum Syed (flaccidum = subelegans)	Bryum laevifilum Syed (flaccidum = subelegans)	Plantae
Bryum longisetum Bland. ex Schwaegr.	Bryum longisetum Bland. ex Schwaegr.	Bryum longisetum Bland. ex Schwaegr.	Plantae
Bryum mamillatum Lindb.	Bryum mamillatum Lindb.	Bryum mamillatum Lindb.	Plantae
Bryum marratii Hook. f. & Wils.	Bryum marratii Hook. f. & Wils.	Bryum marratii Hook. f. & Wils.	Plantae
Bryum mildeanum Jur.	Bryum mildeanum Jur.	Bryum mildeanum Jur.	Plantae
Bryum muehlenbeckii B., S. & G.	Bryum muehlenbeckii B., S. & G.	Bryum muehlenbeckii B., S. & G.	Plantae
Bryum muehlenbeckii var. abduanum (Rota) Podp.	Bryum muehlenbeckii var. abduanum (Rota) Podp.	Bryum muehlenbeckii var. abduanum (Rota) Podp.	Plantae
Bryum neodamense Itzig. ex C. Muell.	Bryum neodamense Itzig. ex C. Muell.	Bryum neodamense Itzig. ex C. Muell.	Plantae
Bryum oblongum Lindb.	Bryum oblongum Lindb.	Bryum oblongum Lindb.	Plantae
Bryum oeneum Blytt	Bryum oeneum Blytt	Bryum oeneum Blytt	Plantae
Bryum pallens (Brid.) Sw. ex Roehl. var. pallens	Bryum pallens (Brid.) Sw. ex Roehl. var. pallens	Bryum pallens (Brid.) Sw. ex Roehl. var. pallens	Plantae
Bryum pallens var. alpinum (B., S. & G.) Podp.	Bryum pallens var. alpinum (B., S. & G.) Podp.	Bryum pallens var. alpinum (B., S. & G.) Podp.	Plantae
Bryum pallescens Schleich. ex Schwaegr.	Bryum pallescens Schleich. ex Schwaegr.	Bryum pallescens Schleich. ex Schwaegr.	Plantae
Bryum pallescens ssp. subrotundum (Brid.) Amann	Bryum pallescens ssp. subrotundum (Brid.) Amann	Bryum pallescens ssp. subrotundum (Brid.) Amann	Plantae
Bryum pseudotriquetrum (Hedw.) G., M. & S. var. pseud.	Bryum pseudotriquetrum (Hedw.) G., M. & S. var. pseud.	Bryum pseudotriquetrum (Hedw.) G., M. & S. var. pseud.	Plantae
Bryum pseudotriquetrum var. bimoideum (De Not.) Moenk.	Bryum pseudotriquetrum var. bimoideum (De Not.) Moenk.	Bryum pseudotriquetrum var. bimoideum (De Not.) Moenk.	Plantae
Bryum pseudotriquetrum var. bimum (Schreb. ex Hedw.) Lilj.	Bryum pseudotriquetrum var. bimum (Schreb. ex Hedw.) Lilj.	Bryum pseudotriquetrum var. bimum (Schreb. ex Hedw.) Lilj.	Plantae
Bryum pseudotriquetrum var. duvalioides (Itzig.) Itzig.	Bryum pseudotriquetrum var. duvalioides (Itzig.) Itzig.	Bryum pseudotriquetrum var. duvalioides (Itzig.) Itzig.	Plantae
Bryum purpurascens (R. Br.) B., S. & G.	Bryum purpurascens (R. Br.) B., S. & G.	Bryum purpurascens (R. Br.) B., S. & G.	Plantae
Bryum radiculosum Brid. (murale)+D26	Bryum radiculosum Brid. (murale)+D26	Bryum radiculosum Brid. (murale)+D26	Plantae
Bryum rubens Mitt.	Bryum rubens Mitt.	Bryum rubens Mitt.	Plantae
Bryum ruderale Crundw. & Nyh.	Bryum ruderale Crundw. & Nyh.	Bryum ruderale Crundw. & Nyh.	Plantae
Bryum salinum I. Hag. ex Limpr.	Bryum salinum I. Hag. ex Limpr.	Bryum salinum I. Hag. ex Limpr.	Plantae
Bryum sauteri B., S. & G.	Bryum sauteri B., S. & G.	Bryum sauteri B., S. & G.	Plantae
Bryum schleicheri Schwaegr. var. schleicheri	Bryum schleicheri Schwaegr. var. schleicheri	Bryum schleicheri Schwaegr. var. schleicheri	Plantae
Bryum schleicheri var. latifolium (Schwaegr.) Schimp.	Bryum schleicheri var. latifolium (Schwaegr.) Schimp.	Bryum schleicheri var. latifolium (Schwaegr.) Schimp.	Plantae
Bryum stirtonii Schimp.	Bryum stirtonii Schimp.	Bryum stirtonii Schimp.	Plantae
Bryum subapiculatum Hampe (microerythrocarpum)	Bryum subapiculatum Hampe (microerythrocarpum)	Bryum subapiculatum Hampe (microerythrocarpum)	Plantae
Bryum subneodamense Kindb.	Bryum subneodamense Kindb.	Bryum subneodamense Kindb.	Plantae
Bryum tenuisetum Limpr.	Bryum tenuisetum Limpr.	Bryum tenuisetum Limpr.	Plantae
Bryum torquescens B. & S.	Bryum torquescens B. & S.	Bryum torquescens B. & S.	Plantae
Bryum turbinatum (Hedw.) Turn.	Bryum turbinatum (Hedw.) Turn.	Bryum turbinatum (Hedw.) Turn.	Plantae
Bryum uliginosum (Brid.) B. & S.	Bryum uliginosum (Brid.) B. & S.	Bryum uliginosum (Brid.) B. & S.	Plantae
Bryum veronense De Not.	Bryum veronense De Not.	Bryum veronense De Not.	Plantae
Bryum versicolor A. Br. ex B. & S.	Bryum versicolor A. Br. ex B. & S.	Bryum versicolor A. Br. ex B. & S.	Plantae
Bryum violaceum Crundw. & Nyh.	Bryum violaceum Crundw. & Nyh.	Bryum violaceum Crundw. & Nyh.	Plantae
Bryum warneum (Roehl.) Bland. ex Brid.	Bryum warneum (Roehl.) Bland. ex Brid.	Bryum warneum (Roehl.) Bland. ex Brid.	Plantae
Bryum weigelii Spreng.	Bryum weigelii Spreng.	Bryum weigelii Spreng.	Plantae
Bryum wrightii Sull. et Lesq.	Bryum wrightii Sull. et Lesq.	Bryum wrightii Sull. et Lesq.	Plantae
Buxbaumia aphylla Hedw.	Buxbaumia aphylla Hedw.	Buxbaumia aphylla Hedw.	Plantae
Buxbaumia viridis (Moug. ex Lam. & Dc.) Brid. ex Moug. & Nestl.	Buxbaumia viridis (Moug. ex Lam. & Dc.) Brid. ex Moug. & Nestl.	Buxbaumia viridis (Moug. ex Lam. & Dc.) Brid. ex Moug. & Nestl.	Plantae
Callialaria curvicaulis (Jur.) Ochyra	Callialaria curvicaulis (Jur.) Ochyra	Callialaria curvicaulis (Jur.) Ochyra	Plantae
Callicladium haldanianum (Grev.) Crum	Callicladium haldanianum (Grev.) Crum	Callicladium haldanianum (Grev.) Crum	Plantae
Calliergon cordifolium (Hedw.) Kindb.	Calliergon cordifolium (Hedw.) Kindb.	Calliergon cordifolium (Hedw.) Kindb.	Plantae
Calliergon giganteum (Schimp.) Kindb.	Calliergon giganteum (Schimp.) Kindb.	Calliergon giganteum (Schimp.) Kindb.	Plantae
Calliergon megalophyllum Mik.	Calliergon megalophyllum Mik.	Calliergon megalophyllum Mik.	Plantae
Calliergon richardsonii (Mitt.) Kindb. ex Warnst.	Calliergon richardsonii (Mitt.) Kindb. ex Warnst.	Calliergon richardsonii (Mitt.) Kindb. ex Warnst.	Plantae
Calliergon sarmentosum (Wahlenb.) Kindb.	Calliergon sarmentosum (Wahlenb.) Kindb.	Calliergon sarmentosum (Wahlenb.) Kindb.	Plantae
Calliergon stramineum (Brid.) Kindb.	Calliergon stramineum (Brid.) Kindb.	Calliergon stramineum (Brid.) Kindb.	Plantae
Calliergon trifarium (Web. & Mohr) Kindb.	Calliergon trifarium (Web. & Mohr) Kindb.	Calliergon trifarium (Web. & Mohr) Kindb.	Plantae
Calliergonella cuspidata (Hedw.) Loeske	Calliergonella cuspidata (Hedw.) Loeske	Calliergonella cuspidata (Hedw.) Loeske	Plantae
Calypogeia arguta Nees & Mont.	Calypogeia arguta Nees & Mont.	Calypogeia arguta Nees & Mont.	Plantae
Calypogeia azurea Stotler & Crotz (trichomanis)	Calypogeia azurea Stotler & Crotz (trichomanis)	Calypogeia azurea Stotler & Crotz (trichomanis)	Plantae
Calypogeia fissa (L.) Raddi	Calypogeia fissa (L.) Raddi	Calypogeia fissa (L.) Raddi	Plantae
Calypogeia integristipula Steph.	Calypogeia integristipula Steph.	Calypogeia integristipula Steph.	Plantae
Calypogeia muelleriana (Schiffn.) K. Muell.	Calypogeia muelleriana (Schiffn.) K. Muell.	Calypogeia muelleriana (Schiffn.) K. Muell.	Plantae
Calypogeia neesiana (Mass. & Carest.) K. Muell.	Calypogeia neesiana (Mass. & Carest.) K. Muell.	Calypogeia neesiana (Mass. & Carest.) K. Muell.	Plantae
Calypogeia sphagnicola (H. Arn. & J. Perss.) Warnst. & Loeske	Calypogeia sphagnicola (H. Arn. & J. Perss.) Warnst. & Loeske	Calypogeia sphagnicola (H. Arn. & J. Perss.) Warnst. & Loeske	Plantae
Calypogeia suecica (H. Arn. & J. Perss.) K. Muell.	Calypogeia suecica (H. Arn. & J. Perss.) K. Muell.	Calypogeia suecica (H. Arn. & J. Perss.) K. Muell.	Plantae
Campylium calcareum Crundw. & Nyh. (polymorphum)	Campylium calcareum Crundw. & Nyh. (polymorphum)	Campylium calcareum Crundw. & Nyh. (polymorphum)	Plantae
Campylium chrysophyllum (Brid.) J. Lange	Campylium chrysophyllum (Brid.) J. Lange	Campylium chrysophyllum (Brid.) J. Lange	Plantae
Campylium elodes (Lindb.) Kindb.	Campylium elodes (Lindb.) Kindb.	Campylium elodes (Lindb.) Kindb.	Plantae
Campylium halleri (Hedw.) Lindb.	Campylium halleri (Hedw.) Lindb.	Campylium halleri (Hedw.) Lindb.	Plantae
Campylium polygamum (B. & S.) C. Jens. ex J. Lange	Campylium polygamum (B. & S.) C. Jens. ex J. Lange	Campylium polygamum (B. & S.) C. Jens. ex J. Lange	Plantae
Campylium polygamum var. minus (Schimp.) G. Roth	Campylium polygamum var. minus (Schimp.) G. Roth	Campylium polygamum var. minus (Schimp.) G. Roth	Plantae
Campylium stellatum (Hedw.) C. Jens. ex J. Lange var. stellatum	Campylium stellatum (Hedw.) C. Jens. ex J. Lange var. stellatum	Campylium stellatum (Hedw.) C. Jens. ex J. Lange var. stellatum	Plantae
Campylium stellatum var. protensum (Brid.) Bryhn ex Grout	Campylium stellatum var. protensum (Brid.) Bryhn ex Grout	Campylium stellatum var. protensum (Brid.) Bryhn ex Grout	Plantae
Campylopus atrovirens De Not.	Campylopus atrovirens De Not.	Campylopus atrovirens De Not.	Plantae
Campylopus brevipilus B., S. & G.	Campylopus brevipilus B., S. & G.	Campylopus brevipilus B., S. & G.	Plantae
Campylopus flexuosus (Hedw.) Brid.	Campylopus flexuosus (Hedw.) Brid.	Campylopus flexuosus (Hedw.) Brid.	Plantae
Campylopus fragilis (Brid.) B., S. & G.	Campylopus fragilis (Brid.) B., S. & G.	Campylopus fragilis (Brid.) B., S. & G.	Plantae
Campylopus introflexus (Hedw.) Brid.	Campylopus introflexus (Hedw.) Brid.	Campylopus introflexus (Hedw.) Brid.	Plantae
Campylopus oerstedianus (C. Muell.) Mitt. (mildei)	Campylopus oerstedianus (C. Muell.) Mitt. (mildei)	Campylopus oerstedianus (C. Muell.) Mitt. (mildei)	Plantae
Campylopus pilifer Brid. (polytrichoides)	Campylopus pilifer Brid. (polytrichoides)	Campylopus pilifer Brid. (polytrichoides)	Plantae
Campylopus pyriformis (K. F. Schultz) Brid.	Campylopus pyriformis (K. F. Schultz) Brid.	Campylopus pyriformis (K. F. Schultz) Brid.	Plantae
Campylopus schimperi Milde ex Schimp.	Campylopus schimperi Milde ex Schimp.	Campylopus schimperi Milde ex Schimp.	Plantae
Campylopus schwarzii Schimp.	Campylopus schwarzii Schimp.	Campylopus schwarzii Schimp.	Plantae
Campylopus subulatus Schimp. ex Milde	Campylopus subulatus Schimp. ex Milde	Campylopus subulatus Schimp. ex Milde	Plantae
Campylostelium saxicola (Web. & Mohr) B., S. & G.	Campylostelium saxicola (Web. & Mohr) B., S. & G.	Campylostelium saxicola (Web. & Mohr) B., S. & G.	Plantae
Catoscopium nigritum (Hedw.) Brid.	Catoscopium nigritum (Hedw.) Brid.	Catoscopium nigritum (Hedw.) Brid.	Plantae
Cephalozia ambigua Mass.	Cephalozia ambigua Mass.	Cephalozia ambigua Mass.	Plantae
Cephalozia bicuspidata (L.) Dum. var. bicuspidata	Cephalozia bicuspidata (L.) Dum. var. bicuspidata	Cephalozia bicuspidata (L.) Dum. var. bicuspidata	Plantae
Cephalozia bicuspidata var. lammersiana (Hueb.) Breidl.	Cephalozia bicuspidata var. lammersiana (Hueb.) Breidl.	Cephalozia bicuspidata var. lammersiana (Hueb.) Breidl.	Plantae
Cephalozia catenulata (Hueb.) Lindb.	Cephalozia catenulata (Hueb.) Lindb.	Cephalozia catenulata (Hueb.) Lindb.	Plantae
Cephalozia connivens (Dicks.) Lindb.	Cephalozia connivens (Dicks.) Lindb.	Cephalozia connivens (Dicks.) Lindb.	Plantae
Cephalozia lacinulata Jack ex Spruce	Cephalozia lacinulata Jack ex Spruce	Cephalozia lacinulata Jack ex Spruce	Plantae
Cephalozia leucantha Spruce	Cephalozia leucantha Spruce	Cephalozia leucantha Spruce	Plantae
Cephalozia loitlesbergeri Schiffn.	Cephalozia loitlesbergeri Schiffn.	Cephalozia loitlesbergeri Schiffn.	Plantae
Cephalozia lunulifolia (Dum.) Dum.	Cephalozia lunulifolia (Dum.) Dum.	Cephalozia lunulifolia (Dum.) Dum.	Plantae
Cephalozia macrostachya Kaal. & Nichols.	Cephalozia macrostachya Kaal. & Nichols.	Cephalozia macrostachya Kaal. & Nichols.	Plantae
Cephalozia pleniceps (Aust.) Lindb. var. pleniceps	Cephalozia pleniceps (Aust.) Lindb. var. pleniceps	Cephalozia pleniceps (Aust.) Lindb. var. pleniceps	Plantae
Cephaloziella arctica Bryhn & Douin	Cephaloziella arctica Bryhn & Douin	Cephaloziella arctica Bryhn & Douin	Plantae
Cephaloziella baumgartneri Schiffn.	Cephaloziella baumgartneri Schiffn.	Cephaloziella baumgartneri Schiffn.	Plantae
Cephaloziella divaricata (Sm.) Schiffn. var. divaricata	Cephaloziella divaricata (Sm.) Schiffn. var. divaricata	Cephaloziella divaricata (Sm.) Schiffn. var. divaricata	Plantae
Cephaloziella divaricata var. scabra (M. A. Howe) S. Arn.	Cephaloziella divaricata var. scabra (M. A. Howe) S. Arn.	Cephaloziella divaricata var. scabra (M. A. Howe) S. Arn.	Plantae
Cephaloziella elachista (Jack ex Gott. & Rabenh.) Schiffn.	Cephaloziella elachista (Jack ex Gott. & Rabenh.) Schiffn.	Cephaloziella elachista (Jack ex Gott. & Rabenh.) Schiffn.	Plantae
Cephaloziella elegans (Heeg) Schiffn.	Cephaloziella elegans (Heeg) Schiffn.	Cephaloziella elegans (Heeg) Schiffn.	Plantae
Cephaloziella grimsulana (Jack ex Gott. & Rabenh.) Lacouture	Cephaloziella grimsulana (Jack ex Gott. & Rabenh.) Lacouture	Cephaloziella grimsulana (Jack ex Gott. & Rabenh.) Lacouture	Plantae
Cephaloziella hampeana (Nees) Schiffn.	Cephaloziella hampeana (Nees) Schiffn.	Cephaloziella hampeana (Nees) Schiffn.	Plantae
Cephaloziella integerrima (Lindb.) Warnst.	Cephaloziella integerrima (Lindb.) Warnst.	Cephaloziella integerrima (Lindb.) Warnst.	Plantae
Cephaloziella massalongi (Spruce) K. Muell.	Cephaloziella massalongi (Spruce) K. Muell.	Cephaloziella massalongi (Spruce) K. Muell.	Plantae
Cephaloziella phyllacantha (Mass. & Carest.) K. Muell.	Cephaloziella phyllacantha (Mass. & Carest.) K. Muell.	Cephaloziella phyllacantha (Mass. & Carest.) K. Muell.	Plantae
Cephaloziella rubella (Nees) Warnst. var. rubella	Cephaloziella rubella (Nees) Warnst. var. rubella	Cephaloziella rubella (Nees) Warnst. var. rubella	Plantae
Cephaloziella rubella var. sullivantii (Aust.) K. Muell.	Cephaloziella rubella var. sullivantii (Aust.) K. Muell.	Cephaloziella rubella var. sullivantii (Aust.) K. Muell.	Plantae
Cephaloziella stellulifera (Tayl. ex Spruce) Schiffn.	Cephaloziella stellulifera (Tayl. ex Spruce) Schiffn.	Cephaloziella stellulifera (Tayl. ex Spruce) Schiffn.	Plantae
Cephaloziella subdentata Warnst.	Cephaloziella subdentata Warnst.	Cephaloziella subdentata Warnst.	Plantae
Ceratodon conicus (Hampe ex C. Muell.) Lindb.	Ceratodon conicus (Hampe ex C. Muell.) Lindb.	Ceratodon conicus (Hampe ex C. Muell.) Lindb.	Plantae
Ceratodon purpureus (Hedw.) Brid. var. purpureus	Ceratodon purpureus (Hedw.) Brid. var. purpureus	Ceratodon purpureus (Hedw.) Brid. var. purpureus	Plantae
Ceratodon purpureus var. rotundifolius Berggr. (var. brevifolius)	Ceratodon purpureus var. rotundifolius Berggr. (var. brevifolius)	Ceratodon purpureus var. rotundifolius Berggr. (var. brevifolius)	Plantae
Ceratodon purpureus var. xanthopus Sull. & Lesq. ex Lesq. & James	Ceratodon purpureus var. xanthopus Sull. & Lesq. ex Lesq. & James	Ceratodon purpureus var. xanthopus Sull. & Lesq. ex Lesq. & James	Plantae
Chiloscyphus pallescens (Ehrh. ex Hoffm.) Dum.	Chiloscyphus pallescens (Ehrh. ex Hoffm.) Dum.	Chiloscyphus pallescens (Ehrh. ex Hoffm.) Dum.	Plantae
Chiloscyphus polyanthos (L.) Corda	Chiloscyphus polyanthos (L.) Corda	Chiloscyphus polyanthos (L.) Corda	Plantae
Cinclidium arcticum (B., S. & G.) Schimp.	Cinclidium arcticum (B., S. & G.) Schimp.	Cinclidium arcticum (B., S. & G.) Schimp.	Plantae
Cinclidium stygium Sw.	Cinclidium stygium Sw.	Cinclidium stygium Sw.	Plantae
Cinclidotus aquaticus (Hedw.) B. & S.	Cinclidotus aquaticus (Hedw.) B. & S.	Cinclidotus aquaticus (Hedw.) B. & S.	Plantae
Cinclidotus danubicus Schiffn. & Baumg.	Cinclidotus danubicus Schiffn. & Baumg.	Cinclidotus danubicus Schiffn. & Baumg.	Plantae
Cinclidotus fontinaloides (Hedw.) P. Beauv.	Cinclidotus fontinaloides (Hedw.) P. Beauv.	Cinclidotus fontinaloides (Hedw.) P. Beauv.	Plantae
Cinclidotus mucronatus (Brid.) Mach. (Dialytrichia)	Cinclidotus mucronatus (Brid.) Mach. (Dialytrichia)	Cinclidotus mucronatus (Brid.) Mach. (Dialytrichia)	Plantae
Cinclidotus pachylomoides Bizot	Cinclidotus pachylomoides Bizot	Cinclidotus pachylomoides Bizot	Plantae
Cinclidotus riparius (Brid.) Arnott (nigricans)	Cinclidotus riparius (Brid.) Arnott (nigricans)	Cinclidotus riparius (Brid.) Arnott (nigricans)	Plantae
Cirriphyllum cirrosum (Schwaegr. ex Schultes) Grout	Cirriphyllum cirrosum (Schwaegr. ex Schultes) Grout	Cirriphyllum cirrosum (Schwaegr. ex Schultes) Grout	Plantae
Cirriphyllum crassinervium (Tayl. ex Mackay) Loeske & Fleischer	Cirriphyllum crassinervium (Tayl. ex Mackay) Loeske & Fleischer	Cirriphyllum crassinervium (Tayl. ex Mackay) Loeske & Fleischer	Plantae
Cirriphyllum germanicum (Grebe) Loeske & Fleischer	Cirriphyllum germanicum (Grebe) Loeske & Fleischer	Cirriphyllum germanicum (Grebe) Loeske & Fleischer	Plantae
Cirriphyllum piliferum (Hedw.) Grout	Cirriphyllum piliferum (Hedw.) Grout	Cirriphyllum piliferum (Hedw.) Grout	Plantae
Cirriphyllum reichenbachianum (Hueb.) Wijk & Marg.	Cirriphyllum reichenbachianum (Hueb.) Wijk & Marg.	Cirriphyllum reichenbachianum (Hueb.) Wijk & Marg.	Plantae
Cirriphyllum tenuinerve (Lindb.) Wijk & Marg. (tommasinii)	Cirriphyllum tenuinerve (Lindb.) Wijk & Marg. (tommasinii)	Cirriphyllum tenuinerve (Lindb.) Wijk & Marg. (tommasinii)	Plantae
Cladopodiella fluitans (Nees) Buch	Cladopodiella fluitans (Nees) Buch	Cladopodiella fluitans (Nees) Buch	Plantae
Cladopodiella francisci (Hook.) Buch ex Joerg.	Cladopodiella francisci (Hook.) Buch ex Joerg.	Cladopodiella francisci (Hook.) Buch ex Joerg.	Plantae
Clasmatodon parvulus (Hampe) Sull.	Clasmatodon parvulus (Hampe) Sull.	Clasmatodon parvulus (Hampe) Sull.	Plantae
Climacium dendroides (Hedw.) Web. & Mohr	Climacium dendroides (Hedw.) Web. & Mohr	Climacium dendroides (Hedw.) Web. & Mohr	Plantae
Cnestrum schistii (Web. & Mohr) I. Hag.	Cnestrum schistii (Web. & Mohr) I. Hag.	Cnestrum schistii (Web. & Mohr) I. Hag.	Plantae
Cololejeunea calcarea (Libert) Schiffn.	Cololejeunea calcarea (Libert) Schiffn.	Cololejeunea calcarea (Libert) Schiffn.	Plantae
Cololejeunea minutissima (Sm.) Schiffn.	Cololejeunea minutissima (Sm.) Schiffn.	Cololejeunea minutissima (Sm.) Schiffn.	Plantae
Cololejeunea rossettiana (Mass.) Schiffn.	Cololejeunea rossettiana (Mass.) Schiffn.	Cololejeunea rossettiana (Mass.) Schiffn.	Plantae
Conardia compacta (C.Muell.) Robinson	Conardia compacta (C.Muell.) Robinson	Conardia compacta (C.Muell.) Robinson	Plantae
Conocephalum conicum (L.) Underw.	Conocephalum conicum (L.) Underw.	Conocephalum conicum (L.) Underw.	Plantae
Conostomum tetragonum (Hedw.) Lindb.	Conostomum tetragonum (Hedw.) Lindb.	Conostomum tetragonum (Hedw.) Lindb.	Plantae
Corsinia coriandrina (Spreng.) Lindb.	Corsinia coriandrina (Spreng.) Lindb.	Corsinia coriandrina (Spreng.) Lindb.	Plantae
Coscinodon cribrosus (Hedw.) Spruce (humilis)+D347	Coscinodon cribrosus (Hedw.) Spruce (humilis)+D347	Coscinodon cribrosus (Hedw.) Spruce (humilis)+D347	Plantae
Cratoneuron commutatum (Hedw.) G. Roth var. commutatum	Cratoneuron commutatum (Hedw.) G. Roth var. commutatum	Cratoneuron commutatum (Hedw.) G. Roth var. commutatum	Plantae
Cratoneuron commutatum var. falcatum (Brid.) Moenk.	Cratoneuron commutatum var. falcatum (Brid.) Moenk.	Cratoneuron commutatum var. falcatum (Brid.) Moenk.	Plantae
Cratoneuron commutatum var. fluctuans (B., S. & G.) Wijk & Marg.	Cratoneuron commutatum var. fluctuans (B., S. & G.) Wijk & Marg.	Cratoneuron commutatum var. fluctuans (B., S. & G.) Wijk & Marg.	Plantae
Cratoneuron commutatum var. sulcatum (Lindb.) Moenk.	Cratoneuron commutatum var. sulcatum (Lindb.) Moenk.	Cratoneuron commutatum var. sulcatum (Lindb.) Moenk.	Plantae
Cratoneuron decipiens (De Not.) Loeske	Cratoneuron decipiens (De Not.) Loeske	Cratoneuron decipiens (De Not.) Loeske	Plantae
Cratoneuron filicinum (Hedw.) Spruce var. filicinum	Cratoneuron filicinum (Hedw.) Spruce var. filicinum	Cratoneuron filicinum (Hedw.) Spruce var. filicinum	Plantae
Cratoneuron filicinum var. atrovirens (Brid.) Ochyra (fallax)	Cratoneuron filicinum var. atrovirens (Brid.) Ochyra (fallax)	Cratoneuron filicinum var. atrovirens (Brid.) Ochyra (fallax)	Plantae
Crossidium crassinerve (De Not.) Jur.	Crossidium crassinerve (De Not.) Jur.	Crossidium crassinerve (De Not.) Jur.	Plantae
Crossidium squamiferum (Viv.) Jur. var. squamiferum	Crossidium squamiferum (Viv.) Jur. var. squamiferum	Crossidium squamiferum (Viv.) Jur. var. squamiferum	Plantae
Crossidium squamiferum var. pottioideum (De Not.) Moenk.	Crossidium squamiferum var. pottioideum (De Not.) Moenk.	Crossidium squamiferum var. pottioideum (De Not.) Moenk.	Plantae
Cryphaea heteromalla (Hedw.) Mohr	Cryphaea heteromalla (Hedw.) Mohr	Cryphaea heteromalla (Hedw.) Mohr	Plantae
Cryptothallus mirabilis v. Malmborg	Cryptothallus mirabilis v. Malmborg	Cryptothallus mirabilis v. Malmborg	Plantae
Ctenidium molluscum (Hedw.) Mitt. var. molluscum	Ctenidium molluscum (Hedw.) Mitt. var. molluscum	Ctenidium molluscum (Hedw.) Mitt. var. molluscum	Plantae
Ctenidium molluscum var. condensatum (Schimp.) Britt.	Ctenidium molluscum var. condensatum (Schimp.) Britt.	Ctenidium molluscum var. condensatum (Schimp.) Britt.	Plantae
Ctenidium molluscum var. robustum (Mol.) Boul. ex Braithw. (procerum)	Ctenidium molluscum var. robustum (Mol.) Boul. ex Braithw. (procerum)	Ctenidium molluscum var. robustum (Mol.) Boul. ex Braithw. (procerum)	Plantae
